,College,Credits,Instructor,CourseSubject,ClassID,SectionNumber,CourseName,Cost,TimeOfCourse,CourseBuilding,CourseRoom,ClassDays,Dates,WeeksInSemester,Semester,Year,Location,Website,UncgID,UncgTitle
12838,Wake Technical Community College,3.0,D. B. Albahrawy,BUS,115,1212 (228509),Business Law I,$228,09:00AM - 10:15AM, NK-Building K,Online,Wednesday,01/07/2021-05/11/2021,18,Spring,2021,Northern Wake Campus,https://www.waketech.edu/,MGT 000,MANAGEMENT ELECTIVE
12839,Wake Technical Community College,3.0,M. C. King,BUS,116,0001 (224883),Business Law II,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12840,Wake Technical Community College,3.0,D. B. Albahrawy,BUS,116,1210 (228537),Business Law II,$228,10:30AM - 11:45AM, NK-Building K,Online,Wednesday,03/15/2021-05/11/2021,8,Spring,2021,Northern Wake Campus,https://www.waketech.edu/,No equivalency found,No equivalency found
12841,Wake Technical Community College,3.0,S. R. Gentry,BUS,121,0001 (224884),Business Math,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12842,Wake Technical Community College,3.0,C. R. Jones,BUS,121,0002 (224885),Business Math,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12843,Wake Technical Community College,3.0,B. L. Babel,BUS,121,0003 (224886),Business Math,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12844,Wake Technical Community College,3.0,C. B. Watson,BUS,121,0020 (224887),Business Math,$228,06:30PM - 08:00PM, Online,Online,Thursday,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12845,Wake Technical Community College,3.0,E. N. Hall,BUS,121,1101 (228470),Business Math,$228,10:00AM - 11:30AM, SA-Holding Hall,Online,Wednesday,01/07/2021-05/11/2021,18,Spring,2021,Southern Wake Campus,https://www.waketech.edu/,No equivalency found,No equivalency found
12846,Wake Technical Community College,3.0,S. R. Gentry,BUS,121,1201 (224888),Business Math,$228,11:00AM - 12:30PM, NK-Building K,Online,Thursday,01/07/2021-05/11/2021,18,Spring,2021,Northern Wake Campus,https://www.waketech.edu/,No equivalency found,No equivalency found
12847,Wake Technical Community College,3.0,R. R. Rusczak,BUS,125,0001 (224889),Personal Finance,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12848,Wake Technical Community College,3.0,R. R. Rusczak,BUS,125,0002 (224325),Personal Finance,$228,No time given, if applicable-Online,Online,,03/15/2021-05/11/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12849,Wake Technical Community College,3.0,K. B. Jetton,BUS,125,0003 (224326),Personal Finance,$228,No time given, if applicable-Online,Online,,03/15/2021-05/11/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12850,Wake Technical Community College,3.0,L. D. Powers,BUS,125,0004 (224327),Personal Finance,$228,09:30AM - 10:45AM, Online,Online,"Tuesday, Thursday",03/15/2021-05/11/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12851,Wake Technical Community College,3.0,M. A. Steele,BUS,137,0001 (224890),Principles of Management,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,MGT 300,MANAGEMENT OF ORGANIZATIONS
12852,Wake Technical Community College,3.0,J. R. Marcin,BUS,137,0002 (224891),Principles of Management,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,MGT 300,MANAGEMENT OF ORGANIZATIONS
12853,Wake Technical Community College,3.0,J. R. Marcin,BUS,137,0003 (224892),Principles of Management,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,MGT 300,MANAGEMENT OF ORGANIZATIONS
12854,Wake Technical Community College,3.0,N. J. Peters,BUS,137,0004 (224893),Principles of Management,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,MGT 300,MANAGEMENT OF ORGANIZATIONS
12855,Wake Technical Community College,3.0,K. B. Jetton,BUS,137,0006 (224328),Principles of Management,$228,No time given, if applicable-Online,Online,,03/15/2021-05/11/2021,8,Spring,2021,Online,https://www.waketech.edu/,MGT 300,MANAGEMENT OF ORGANIZATIONS
12856,Wake Technical Community College,3.0,K. B. Jetton,BUS,137,0008 (224223),Principles of Management,$228,No time given, if applicable-Online,Online,,01/07/2021-03/05/2021,8,Spring,2021,Online,https://www.waketech.edu/,MGT 300,MANAGEMENT OF ORGANIZATIONS
12857,Wake Technical Community College,3.0,N. J. Peters,BUS,137,0009 (224329),Principles of Management,$228,No time given, if applicable-Online,Online,,03/15/2021-05/11/2021,8,Spring,2021,Online,https://www.waketech.edu/,MGT 300,MANAGEMENT OF ORGANIZATIONS
12858,Wake Technical Community College,3.0,L. D. Powers,BUS,137,0010 (224224),Principles of Management,$228,11:00AM - 12:15PM, Online,Online,"Tuesday, Thursday",01/07/2021-03/05/2021,8,Spring,2021,Online,https://www.waketech.edu/,MGT 300,MANAGEMENT OF ORGANIZATIONS
12859,Wake Technical Community College,3.0,L. D. Powers,BUS,137,0011 (224330),Principles of Management,$228,11:00AM - 12:15PM, Online,Online,"Tuesday, Thursday",03/15/2021-05/11/2021,8,Spring,2021,Online,https://www.waketech.edu/,MGT 300,MANAGEMENT OF ORGANIZATIONS
12860,Wake Technical Community College,3.0,M. A. Steele,BUS,137,0012 (224225),Principles of Management,$228,No time given, if applicable-Online,Online,,01/07/2021-03/05/2021,8,Spring,2021,Online,https://www.waketech.edu/,MGT 300,MANAGEMENT OF ORGANIZATIONS
12861,Wake Technical Community College,3.0,D. P. Hawkins,BUS,137,0013 (224895),Principles of Management,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,MGT 300,MANAGEMENT OF ORGANIZATIONS
12862,Wake Technical Community College,3.0,M. A. Steele,BUS,137,0014 (224896),Principles of Management,$228,12:30PM - 01:45PM, Online,Online,"Monday, Wednesday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,MGT 300,MANAGEMENT OF ORGANIZATIONS
12863,Wake Technical Community College,3.0,M. A. Steele,BUS,137,0015 (224897),Principles of Management,$228,12:30PM - 01:45PM, Online,Online,"Tuesday, Thursday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,MGT 300,MANAGEMENT OF ORGANIZATIONS
12864,Wake Technical Community College,3.0,S. A. Grossman,BUS,139,0001 (224898),Entrepreneurship I,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12865,Wake Technical Community College,3.0,S. A. Grossman,BUS,139,0002 (224899),Entrepreneurship I,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12866,Wake Technical Community College,3.0,P. Kumar,BUS,139,0003 (224900),Entrepreneurship I,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12867,Wake Technical Community College,3.0,P. Kumar,BUS,139,0004 (224226),Entrepreneurship I,$228,No time given, if applicable-Online,Online,,01/07/2021-03/05/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12868,Wake Technical Community College,3.0,S. A. Grossman,BUS,139,0005 (224331),Entrepreneurship I,$228,No time given, if applicable-Online,Online,,03/15/2021-05/11/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12869,Wake Technical Community College,3.0,K. B. Jetton,BUS,139,0006 (224227),Entrepreneurship I,$228,No time given, if applicable-Online,Online,,01/07/2021-03/05/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12870,Wake Technical Community College,3.0,C. L. Fleming,BUS,139,0007 (224332),Entrepreneurship I,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12871,Wake Technical Community College,3.0,S. A. Grossman,BUS,139,0008 (224333),Entrepreneurship I,$228,11:00AM - 12:15PM, Online,Online,"Tuesday, Thursday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12872,Wake Technical Community College,3.0,N. J. Peters,BUS,151,0001 (224334),People Skills,$228,No time given, if applicable-Online,Online,,03/15/2021-05/11/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12873,Wake Technical Community College,3.0,M. C. Best,BUS,153,0001 (224901),Human Resource Management,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12874,Wake Technical Community College,3.0,D. H. Barton,BUS,153,0002 (224228),Human Resource Management,$228,No time given, if applicable-Online,Online,,01/07/2021-03/05/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12875,Wake Technical Community College,3.0,M. C. Best,BUS,153,0003 (224902),Human Resource Management,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12876,Wake Technical Community College,3.0,D. H. Barton,BUS,153,0004 (224903),Human Resource Management,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12877,Wake Technical Community College,3.0,D. H. Barton,BUS,153,0005 (224335),Human Resource Management,$228,No time given, if applicable-Online,Online,,03/15/2021-05/11/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12878,Wake Technical Community College,3.0,S. B. Early,BUS,217,0001 (224904),Employment Law and Regs,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12879,Wake Technical Community College,3.0,M. W. Zimmerman,BUS,225,0001 (224905),Business Finance,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12880,Wake Technical Community College,3.0,V. T. Morgus,BUS,225,4872 (224907),Business Finance,$228,06:00PM - 08:00PM, RT1,Online,Thursday,01/07/2021-05/11/2021,18,Spring,2021,RTP Campus,https://www.waketech.edu/,No equivalency found,No equivalency found
12881,Wake Technical Community College,3.0,P. J. McLane,BUS,228,0001 (224908),Business Statistics,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ECO 250,ECONOMIC AND BUSINESS STATISTICS I
12882,Wake Technical Community College,3.0,K. J. Flaherty,BUS,230,0001 (224909),Small Business Management,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12883,Wake Technical Community College,3.0,K. J. Flaherty,BUS,230,0002 (224910),Small Business Management,$228,09:30AM - 10:45AM, Online,Online,"Tuesday, Thursday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12884,Wake Technical Community College,3.0,N. J. Peters,BUS,234,0001 (224911),Training and Development,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12885,Wake Technical Community College,3.0,C. L. Fleming,BUS,240,0001 (224912),Business Ethics,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12886,Wake Technical Community College,3.0,C. L. Fleming,BUS,240,0002 (224336),Business Ethics,$228,09:30AM - 10:45AM, Online,Online,"Monday, Wednesday",03/15/2021-05/11/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12887,Wake Technical Community College,3.0,D. B. Albahrawy,BUS,240,1210 (228510),Business Ethics,$228,10:30AM - 11:45AM, NK-Building K,Online,Wednesday,01/07/2021-03/05/2021,8,Spring,2021,Northern Wake Campus,https://www.waketech.edu/,No equivalency found,No equivalency found
12888,Wake Technical Community College,3.0,K. J. Flaherty,BUS,255,0001 (224914),Org Behavior in Business,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12889,Wake Technical Community College,3.0,K. J. Flaherty,BUS,255,0002 (224915),Org Behavior in Business,$228,09:30AM - 10:45AM, Online,Online,"Monday, Wednesday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12890,Wake Technical Community College,3.0,D. H. Barton,BUS,256,0001 (224916),Recruit Select & Per Plan,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12891,Wake Technical Community College,3.0,K. C. Ross,BUS,258,0001 (224917),Compensation and Benefits,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12892,Wake Technical Community College,3.0,N. J. Peters,BUS,259,0001 (224918),HRM Applications,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12893,Wake Technical Community College,3.0,L. D. Powers,BUS,260,0001 (224919),Business Communication,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12894,Wake Technical Community College,3.0,R. R. Rusczak,BUS,274,0001 (224920),Contract Administration,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12895,Wake Technical Community College,3.0,S. A. Grossman,BUS,285,0001 (224337),Business Management Issues,$228,No time given, if applicable-Online,Online,,03/15/2021-05/11/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12896,Wake Technical Community College,3.0,S. M. Pastor,CAT,210,0001 (224921),CT Physics & Equipment,$228,No time given, if applicable-Online, LINE,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12897,Wake Technical Community College,6.0,S. M. Pastor,CAT,226,2901 (224922),CT Clinical Practicum,$456,07:30AM - 11:00PM, Cline, CLIN,,01/07/2021-05/11/2021,18,Spring,2021,Clinical,https://www.waketech.edu/,No equivalency found,No equivalency found
12898,Wake Technical Community College,1.0,S. M. Pastor,CAT,261,0001 (224923),CT Exam Prep,$76,No time given, if applicable-Online, LINE,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12899,Wake Technical Community College,4.0,M. A. Wood,CCT,121,1172 (224924),Computer Crime Invest.,$304,06:00PM - 06:50PM, SE-Computer/Engineering,Online,"Tuesday, Thursday",01/07/2021-05/11/2021,18,Spring,2021,Southern Wake Campus,https://www.waketech.edu/,No equivalency found,No equivalency found
12900,Wake Technical Community College,4.0,"C. I. Bunn, C. W. Stuber",CCT,220,0001 (228471),Forensic Accounting,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12901,Wake Technical Community College,3.0,B. J. Warner,CCT,240,0001 (224925),Data Recovery Techniques,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12902,Wake Technical Community College,3.0,B. J. Warner,CCT,240,0002 (224926),Data Recovery Techniques,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12903,Wake Technical Community College,3.0,B. J. Warner,CCT,240,0003 (224927),Data Recovery Techniques,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12904,Wake Technical Community College,3.0,C. T. James,CCT,250,0001 (229010),Network Vulnerabilities I,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12905,Wake Technical Community College,3.0,C. T. James,CCT,251,0001 (224928),Network Vulnerabilities II,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12906,Wake Technical Community College,3.0,C. T. James,CCT,251,0002 (224929),Network Vulnerabilities II,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12907,Wake Technical Community College,4.0,H. F. Brackett,CEG,111,0001 (224931),Intro to Gis and Gnss,$304,No time given, if applicable-Online," LINE 01/07/2021-05/11/2021 Lab/Shop Hours -Refer to Syllabus for Meeting days/times, if applicable-Online, ",,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12908,Wake Technical Community College,3.0,S. R. Leone,CEG,151,0036 (224934),Cad for Engineering Technology,$228,04:00PM - 05:00PM, Online," LINE 01/07/2021-05/11/2021 Classroom Hours -Refer to Syllabus for Meeting days/times, if applicable-Online, ",Tuesday,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12909,Wake Technical Community College,3.0,C. Ihnatolya,CEG,212,0071 (224935),Intro to Environmental Tech,$228,06:00PM - 08:00PM, Online," LINE 01/07/2021-05/11/2021 Lab/Shop Hours -Refer to Syllabus for Meeting days/times, if applicable-Online, ",Tuesday,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12910,Wake Technical Community College,3.0,S. R. Leone,CEG,230,0071 (224936),Subdivision Planning & Design,$228,06:00PM - 08:00PM, Online," LINE 01/07/2021-05/11/2021 Lab/Shop Hours -Refer to Syllabus for Meeting days/times, if applicable-Online, ",Monday,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12911,Wake Technical Community College,3.0,M. Floyd,CEG,235,0036 (224937),Project Management/Estimating,$228,03:00PM - 05:00PM, Online,Online,Wednesday,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12912,Wake Technical Community College,4.0,J. R. Whitehead,CHM,090,0001 (224938),Chemistry Concepts,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12913,Wake Technical Community College,4.0,J. L. Reel,CHM,090,0002 (224939),Chemistry Concepts,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12914,Wake Technical Community College,4.0,J. L. Reel,CHM,090,0003 (224940),Chemistry Concepts,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12915,Wake Technical Community College,4.0,J. C. Waldner,CHM,090,0004 (224941),Chemistry Concepts,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12916,Wake Technical Community College,4.0,To be Announced,CHM,090,0005 (224942),Chemistry Concepts,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12917,Wake Technical Community College,3.0,R. W. Knox,CHM,130,0001 (224947),"Gen, Org, & Biochemistry",$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,CHE 110,INTRODUCTORY CHEMISTRY LABORATORY
12918,Wake Technical Community College,3.0,R. W. Knox,CHM,130,0002 (224948),"Gen, Org, & Biochemistry",$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,CHE 110,INTRODUCTORY CHEMISTRY LABORATORY
12919,Wake Technical Community College,3.0,R. W. Knox,CHM,131,0001 (224950),Introduction to Chemistry,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,CHE 110,INTRODUCTORY CHEMISTRY LABORATORY
12920,Wake Technical Community College,1.0,R. W. Knox,CHM,131A,0001 (224951),Intro to Chemistry Lab,$76,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12921,Wake Technical Community College,4.0,P. K. Peiris,CHM,132,0001 (224953),Organic and Biochemistry,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,CHE 104,GENERAL DESCRIPTIVE CHEMISTRY II
12922,Wake Technical Community College,4.0,"P. K. Peiris, D. S. Bonner",CHM,132,0002 (224954),Organic and Biochemistry,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,CHE 104,GENERAL DESCRIPTIVE CHEMISTRY II
12923,Wake Technical Community College,4.0,T. M. Cheatham,CHM,151,0001 (224956),General Chemistry I,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,CHE 111,GENERAL CHEMISTRY ICHE 112 GENERAL CHEMISTRY I LABORATORY
12924,Wake Technical Community College,4.0,A. W. Warren,CHM,151,0002 (224957),General Chemistry I,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,CHE 111,GENERAL CHEMISTRY ICHE 112 GENERAL CHEMISTRY I LABORATORY
12925,Wake Technical Community College,4.0,To be Announced,CHM,151,0003 (224958),General Chemistry I,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,CHE 111,GENERAL CHEMISTRY ICHE 112 GENERAL CHEMISTRY I LABORATORY
12926,Wake Technical Community College,4.0,C. E. Cade,CHM,151,0004 (224968),General Chemistry I,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,CHE 111,GENERAL CHEMISTRY ICHE 112 GENERAL CHEMISTRY I LABORATORY
12927,Wake Technical Community College,1.0,C. C. Migielicz,ACA,122,0021 (224297),College Transfer Success,$76,No time given, if applicable-Online,Online,,01/07/2021-03/05/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12928,Wake Technical Community College,1.0,C. C. Migielicz,ACA,122,0022 (224298),College Transfer Success,$76,No time given, if applicable-Online,Online,,01/07/2021-03/05/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12929,Wake Technical Community College,1.0,J. K. Williams,ACA,122,0023 (224202),College Transfer Success,$76,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12930,Wake Technical Community College,1.0,J. K. Williams,ACA,122,0024 (224203),College Transfer Success,$76,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12931,Wake Technical Community College,1.0,J. K. Williams,ACA,122,0025 (224299),College Transfer Success,$76,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12932,Wake Technical Community College,1.0,S. M. Barnes,ACA,122,0026 (224445),College Transfer Success,$76,08:00AM - 08:50AM, Online,Online,"Tuesday, Thursday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12933,Wake Technical Community College,1.0,S. M. Barnes,ACA,122,0027 (224447),College Transfer Success,$76,09:00AM - 09:50AM, Online,Online,"Tuesday, Thursday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12934,Wake Technical Community College,1.0,S. M. Barnes,ACA,122,0028 (224448),College Transfer Success,$76,10:00AM - 10:50AM, Online,Online,"Monday, Wednesday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12935,Wake Technical Community College,1.0,J. A. George-Cassell,ACA,122,0029 (224449),College Transfer Success,$76,10:00AM - 10:50AM, Online,Online,"Monday, Wednesday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12936,Wake Technical Community College,1.0,C. C. Migielicz,ACA,122,0030 (224451),College Transfer Success,$76,No time given,No building found,No room found,,03/15/2021-05/11/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12937,Wake Technical Community College,1.0,C. C. Migielicz,ACA,122,0031 (224452),College Transfer Success,$76,No time given, if applicable-Online,Online,,03/15/2021-05/11/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12938,Wake Technical Community College,1.0,D. E. Haigler,ACA,122,0032 (224453),College Transfer Success,$76,11:00AM - 11:50AM, Online,Online,"Monday, Wednesday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12939,Wake Technical Community College,1.0,C. C. DiDonato,ACA,122,0033 (224454),College Transfer Success,$76,11:00AM - 11:50AM, Online,Online,"Monday, Wednesday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12940,Wake Technical Community College,1.0,C. C. DiDonato,ACA,122,0034 (224456),College Transfer Success,$76,10:00AM - 10:50AM, Online,Online,"Tuesday, Thursday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12941,Wake Technical Community College,1.0,S. M. Barnes,ACA,122,0035 (224457),College Transfer Success,$76,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12942,Wake Technical Community College,1.0,C. C. Migielicz,ACA,122,0036 (224458),College Transfer Success,$76,No time given, if applicable-Online,Online,,01/07/2021-03/05/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12943,Wake Technical Community College,1.0,C. C. Migielicz,ACA,122,0037 (224459),College Transfer Success,$76,No time given, if applicable-Online,Online,,01/07/2021-03/05/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12944,Wake Technical Community College,1.0,J. A. George-Cassell,ACA,122,0038 (224460),College Transfer Success,$76,08:00AM - 08:50AM, Online,Online,"Monday, Wednesday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12945,Wake Technical Community College,1.0,S. H. Jones,ACA,122,0039 (224461),College Transfer Success,$76,09:00AM - 09:50AM, Online,Online,"Monday, Wednesday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
