Column1,college,section,credits,instructor,dates,location
12648,Sandhills Community College,GRD-167-N01 (0062893) Photographic Imaging I,3,J. Babb,"08/17/2020-12/15/2020 Online Lab Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12649,Sandhills Community College,HEA-112-FH1 (0063289) First Aid & CPR,2,A. Riggan,"09/16/2020-12/15/2020 Lab/Shop Hours Tuesday, Thursday 08:00AM - 08:50AM, Blue Hall, Room 130 (more)...",Main Campus
12650,Sandhills Community College,HFS-110-H01 (0062894) Exercise Science,4,S. Basinger,"08/17/2020-12/15/2020 Classroom Hours Wednesday 09:00AM - 10:50AM, Blue Hall, Room 117 (more)...",Main Campus
12651,Sandhills Community College,HFS-111-H01 (0062895) Fitness & Exer Testing I,4,S. Basinger,"08/17/2020-12/15/2020 Lab/Shop Hours Thursday 12:30PM - 02:50PM, Blue Hall, Room 117 (more)...",Main Campus
12652,Sandhills Community College,HFS-212-H01 (0062896) Exercise Programming,3,S. Basinger,"08/17/2020-12/15/2020 Lab/Shop Hours Thursday 09:00AM - 10:50AM, Blue Hall, Room 117 (more)...",Main Campus
12653,Sandhills Community College,HFS-218-H01 (0062897) Lifestyle Chng & Wellness,4,A. Riggan,"08/17/2020-12/15/2020 Lab/Shop Hours Wednesday 09:00AM - 10:50AM, Blue Hall, Room 128 (more)...",Main Campus
12654,Sandhills Community College,HIS-111-FN1 (0063290) World Civilizations I,3,C. Blue,"09/16/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12655,Sandhills Community College,HIS-111-N01 (0062902) World Civilizations I,3,I. Battle,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12656,Sandhills Community College,HIS-111-N02 (0062903) World Civilizations I,3,I. Battle,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12657,Sandhills Community College,HIS-111-N03 (0062900) World Civilizations I,3,I. Battle,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12658,Sandhills Community College,HIS-111-TN11 (0064338) World Civilizations I,3,G. Gaweda,"08/17/2020-09/20/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12659,Sandhills Community College,HIS-112-N01 (0062904) World Civilizations II,3,G. Gaweda,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12660,Sandhills Community College,HIS-121-N01 (0062906) Western Civilization I,3,G. Gaweda,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12661,Sandhills Community College,HIS-131-FN1 (0063292) American History I,3,W. Pope,"09/16/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12662,Sandhills Community College,HIS-131-H01A (0063952) American History I,3,R. Thome,"08/17/2020-12/15/2020 Classroom Hours Tuesday 12:00PM - 12:50PM, Van Dusen Hall, Room 211 (more)...",Main Campus
12663,Sandhills Community College,HIS-131-H01B (0063953) American History I,3,R. Thome,"08/17/2020-12/15/2020 Classroom Hours Thursday 12:00PM - 12:50PM, Van Dusen Hall, Room 211 (more)...",Main Campus
12664,Sandhills Community College,HIS-131-N01 (0062912) American History I,3,G. Gaweda,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12665,Sandhills Community College,HIS-131-N02 (0062913) American History I,3,G. Gaweda,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12666,Sandhills Community College,HIS-131-N03 (0062914) American History I,3,W. Pope,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12667,Sandhills Community College,HIS-131-N04 (0062915) American History I,3,I. Battle,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12668,Sandhills Community College,HIS-131-N05 (0062916) American History I,3,K. Chance,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12669,Sandhills Community College,HIS-131-N06 (0062907) American History I,3,J. Regan,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12670,Sandhills Community College,HIS-131-N07 (0062908) American History I,3,J. Regan,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12671,Sandhills Community College,HIS-131-N08 (0062909) American History I,3,R. Patrick,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12672,Sandhills Community College,HIS-131-N09 (0062910) American History I,3,J. Regan,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12673,Sandhills Community College,HIS-131-N10 (0064123) American History I,3,J. Sobieski,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12674,Sandhills Community College,HIS-131-N11 (0064436) American History I,3,R. Patrick,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12675,Sandhills Community College,HIS-131-N12 (0064437) American History I,3,W. Pope,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12676,Sandhills Community College,HIS-131-N13 (0064623) American History I,3,R. Patrick,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12677,Sandhills Community College,HIS-131-N14 (0064734) American History I,3,C. Blue,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12678,Sandhills Community College,HIS-131-TN51 (0064366) American History I,3,G. Gaweda,"11/10/2020-12/14/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12679,Sandhills Community College,HIS-132-FN1 (0063295) American History II,3,K. Chance,"09/16/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12680,Sandhills Community College,HIS-132-H03A (0062919) American History II,3,R. Thome,"08/17/2020-12/15/2020 Classroom Hours Monday 02:20PM - 03:10PM, Van Dusen Hall, Room 211 (more)...",Main Campus
12681,Sandhills Community College,HIS-132-H03B (0063954) American History II,3,R. Thome,"08/17/2020-12/15/2020 Classroom Hours Wednesday 02:20PM - 03:10PM, Van Dusen Hall, Room 211 (more)...",Main Campus
12682,Sandhills Community College,HIS-132-N01 (0062920) American History II,3,W. Pope,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12683,Sandhills Community College,HIS-132-N02 (0062921) American History II,3,W. Pope,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12684,Sandhills Community College,HIS-132-N03 (0062922) American History II,3,W. Pope,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12685,Sandhills Community College,HIS-132-N04 (0062923) American History II,3,W. Pope,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12686,Sandhills Community College,HIS-132-N05 (0062917) American History II,3,R. Patrick,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12687,Sandhills Community College,HIS-132-N06 (0062918) American History II,3,J. Regan,"08/18/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12688,Sandhills Community College,HIS-132-N07 (0064156) American History II,3,G. Gaweda,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12689,Sandhills Community College,HRM-220-N01 (0062932) Cost Control-Food & Bev,3,T. Oelfke,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12690,Sandhills Community College,HRM-245-N01 (0062933) Human Resource Mgmt-Hosp,3,J. Boreliz,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12691,Sandhills Community College,HRM-275-N01 (0062934) Leadership-Hospitality,3,J. Boreliz,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12692,Sandhills Community College,HUM-110-N01 (0062936) Technology and Society,3,G. Pope,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12693,Sandhills Community College,HUM-110-N02 (0062937) Technology and Society,3,Z. Jones,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12694,Sandhills Community College,HUM-110-TN31 (0064354) Technology and Society,3,R. Layne,"09/29/2020-11/02/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12695,Sandhills Community College,HUM-115-FN1 (0063296) Critical Thinking,3,G. Pope,"09/16/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12696,Sandhills Community College,HUM-115-N01 (0062939) Critical Thinking,3,R. Layne,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12697,Sandhills Community College,HUM-115-N02 (0062938) Critical Thinking,3,G. Pope,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12698,Sandhills Community College,HUM-122-N01 (0062940) Southern Culture,3,G. Pope,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12699,Sandhills Community College,HUM-130-N01 (0062943) Myth in Human Culture,3,D. Stewart,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12700,Sandhills Community College,HUM-150-N01 (0062944) American Women's Studies,3,K. Madrigal,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12701,Sandhills Community College,HUM-150-TN51 (0064367) American Women's Studies,3,K. Madrigal,"11/10/2020-12/14/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12702,Sandhills Community College,HUM-160-N01 (0062946) Introduction to Film,3,R. Layne,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12703,Sandhills Community College,HUM-160-N02 (0062945) Introduction to Film,3,J. Partin,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12704,Sandhills Community College,HUM-160-TN31 (0064353) Introduction to Film,3,J. Partin,"09/29/2020-11/02/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12705,Sandhills Community College,HUM-170-N01 (0062947) The Holocaust,3,"G. Pope, G. Gaweda, A. Parker","08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12706,Sandhills Community College,HUM-230-N01 (0062948) Leadership Development,3,D. Lowe,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12707,Sandhills Community College,ISC-121-001 (0064755) Envir Health & Safety,3,R. Patton,"08/18/2020-12/15/2020 Classroom Hours Tuesday, Thursday 08:00AM - 09:15AM, Palmer Trades, Room 107",Main Campus
12708,Sandhills Community College,ISC-130-001 (0064756) Intro to Quality Control,3,R. Patton,"08/18/2020-12/15/2020 Classroom Hours Tuesday, Thursday 09:30AM - 10:45AM, Palmer Trades, Room 107",Main Campus
12709,Sandhills Community College,MAT-003-FH1A (0063298) Transition Math,3,L. Chandler,"09/16/2020-12/09/2020 Lab/Shop Hours Monday, Wednesday 01:00PM - 02:50PM, Logan Hall, Room 205 (more)...",Main Campus
12710,Sandhills Community College,MAT-003-FH1B (0063997) Transition Math,3,L. Chandler,"09/16/2020-12/09/2020 Lab/Shop Hours Tuesday, Thursday 01:00PM - 02:50PM, Logan Hall, Room 205 (more)...",Main Campus
12711,Sandhills Community College,MAT-003-H01A (0062972) Transition Math,3,R. Barker,"08/17/2020-12/09/2020 Lab/Shop Hours Monday, Wednesday 08:00AM - 08:50AM, Logan Hall, Room 107 (more)...",Main Campus
12712,Sandhills Community College,MAT-003-H01B (0063991) Transition Math,3,R. Barker,"08/17/2020-12/09/2020 Lab/Shop Hours Tuesday, Thursday 08:00AM - 08:50AM, Logan Hall, Room 107 (more)...",Main Campus
12713,Sandhills Community College,MAT-003-H02A (0062974) Transition Math,3,R. Barker,"08/17/2020-12/09/2020 Lab/Shop Hours Monday, Wednesday 10:00AM - 10:50AM, Logan Hall, Room 107 (more)...",Main Campus
12714,Sandhills Community College,MAT-003-H02B (0063992) Transition Math,3,R. Barker,"08/17/2020-12/09/2020 Lab/Shop Hours Tuesday, Thursday 10:00AM - 10:50AM, Logan Hall, Room 107 (more)...",Main Campus
12715,Sandhills Community College,MAT-003-H03A (0062975) Transition Math,3,H. McDow,"08/17/2020-12/09/2020 Lab/Shop Hours Monday, Wednesday 12:00PM - 12:50PM, Logan Hall, Room 107 (more)...",Main Campus
12716,Sandhills Community College,MAT-003-H03B (0063993) Transition Math,3,H. McDow,"08/17/2020-12/09/2020 Lab/Shop Hours Tuesday, Thursday 12:00PM - 12:50PM, Logan Hall, Room 107 (more)...",Main Campus
12717,Sandhills Community College,MAT-003-H04A (0062976) Transition Math,3,J. Regalado,"08/17/2020-12/09/2020 Lab/Shop Hours Monday, Wednesday 02:00PM - 02:50PM, Logan Hall, Room 107 (more)...",Main Campus
12718,Sandhills Community College,MAT-003-H04B Transition Math,3,J. Regalado,"08/17/2020-12/09/2020 Lab/Shop Hours Tuesday, Thursday 02:00PM - 02:50PM, Logan Hall, Room 107 (more)...",Main Campus
12719,Sandhills Community College,MAT-003-KEH1A (0062977) Transition Math,3,C. McMillian,"08/17/2020-12/15/2020 Lab/Shop Hours Tuesday 05:15PM - 07:15PM, Upchurch Hall, Room 109 (more)...",Hoke Campus
12720,Sandhills Community College,MAT-003-KEH1B (0063995) Transition Math,3,C. McMillian,"08/17/2020-12/09/2020 Lab/Shop Hours Thursday 05:15PM - 07:15PM, Upchurch Hall, Room 109 (more)...",Hoke Campus
12721,Sandhills Community College,MAT-010-GH1A (0062980) Math Measurement & Literacy Su,1,K. Parsons,"08/17/2020-12/09/2020 Lab/Shop Hours Monday, Wednesday 04:00PM - 04:50PM, Logan Hall, Room 212 (more)...",Main Campus
12722,Sandhills Community College,MAT-010-GH1B (0063999) Math Measurement & Literacy Su,1,K. Parsons,"08/17/2020-12/09/2020 Lab/Shop Hours Tuesday, Thursday 04:00PM - 04:50PM, Logan Hall, Room 212 (more)...",Main Campus
12723,Sandhills Community College,MAT-043-GH1A (0062984) Quantitative Literacy Support,2,H. McDow,"08/17/2020-12/09/2020 Classroom Hours Monday, Wednesday 09:00AM - 09:50AM, Logan Hall, Room 227 (more)...",Main Campus
12724,Sandhills Community College,MAT-043-GH1B (0064001) Quantitative Literacy Support,2,H. McDow,"08/17/2020-12/09/2020 Classroom Hours Tuesday, Thursday 09:00AM - 09:50AM, Logan Hall, Room 227 (more)...",Main Campus
12725,Sandhills Community College,MAT-043-GH2A (0062986) Quantitative Literacy Support,2,X. Johnson,"08/17/2020-12/09/2020 Classroom Hours Monday, Wednesday 12:00PM - 12:50PM, Logan Hall, Room 210 (more)...",Main Campus
12726,Sandhills Community College,MAT-043-GH2B (0064003) Quantitative Literacy Support,2,X. Johnson,"08/17/2020-12/09/2020 Classroom Hours Tuesday, Thursday 12:00PM - 12:50PM, Logan Hall, Room 210 (more)...",Main Campus
12727,Sandhills Community College,MAT-043-GKEHA (0062988) Quantitative Literacy Support,2,F. Ontiveros-Squier,"08/17/2020-12/09/2020 Classroom Hours Monday 07:15PM - 08:35PM, Hoke- Johnson Hall, Room 102 (more)...",Hoke Campus
12728,Sandhills Community College,MAT-043-GKEHB (0064006) Quantitative Literacy Support,2,F. Ontiveros-Squier,"08/17/2020-12/09/2020 Classroom Hours Wednesday 07:15PM - 08:35PM, Hoke- Johnson Hall, Room 102 (more)...",Hoke Campus
12729,Sandhills Community College,MAT-043-GN1 (0062990) Quantitative Literacy Support,2,K. Parsons,"08/17/2020-12/09/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12730,Sandhills Community College,MAT-052-GH1A (0062992) Statistical Methods I Support,2,X. Johnson,"08/17/2020-12/09/2020 Classroom Hours Monday, Wednesday 11:00AM - 11:50AM, Logan Hall, Room 213 (more)...",Main Campus
12731,Sandhills Community College,MAT-052-GH1B (0064008) Statistical Methods I Support,2,X. Johnson,"08/17/2020-12/09/2020 Classroom Hours Tuesday, Thursday 11:00AM - 11:50AM, Logan Hall, Room 213 (more)...",Main Campus
12732,Sandhills Community College,MAT-071-GH1A (0062994) Precalculus Algebra Suppor,2,L. Chandler,"08/17/2020-12/09/2020 Lab/Shop Hours Monday, Wednesday 09:00AM - 09:50AM, Logan Hall, Room 228 (more)...",Main Campus
12733,Sandhills Community College,MAT-071-GH1B (0064010) Precalculus Algebra Suppor,2,L. Chandler,"08/17/2020-12/09/2020 Lab/Shop Hours Tuesday, Thursday 09:00AM - 09:50AM, Logan Hall, Room 228 (more)...",Main Campus
12734,Sandhills Community College,MAT-071-GH2A (0062996) Precalculus Algebra Suppor,2,X. Johnson,"08/17/2020-12/09/2020 Lab/Shop Hours Monday, Wednesday 10:00AM - 10:50AM, Logan Hall, Room 212 (more)...",Main Campus
12735,Sandhills Community College,MAT-071-GH2B (0064012) Precalculus Algebra Suppor,2,X. Johnson,"08/17/2020-12/09/2020 Lab/Shop Hours Tuesday, Thursday 10:00AM - 10:50AM, Logan Hall, Room 212 (more)...",Main Campus
12736,Sandhills Community College,MAT-110-GH1A (0062979) Math Measurement & Literacy,3,K. Parsons,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 02:00PM - 03:50PM, Logan Hall, Room 212 (more)...",Main Campus
12737,Sandhills Community College,MAT-110-GH1B (0063998) Math Measurement & Literacy,3,K. Parsons,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 02:00PM - 03:50PM, Logan Hall, Room 212 (more)...",Main Campus
12738,Sandhills Community College,MAT-143-FN1 (0063299) Quantitative Literacy,3,S. Godsey,"09/16/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12739,Sandhills Community College,MAT-143-GH1A (0062981) Quantitative Literacy,3,H. McDow,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 08:00AM - 08:50AM, Logan Hall, Room 227 (more)...",Main Campus
12740,Sandhills Community College,MAT-143-GH1B (0064000) Quantitative Literacy,3,H. McDow,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 08:00AM - 08:50AM, Logan Hall, Room 227 (more)...",Main Campus
12741,Sandhills Community College,MAT-143-GH2A (0062985) Quantitative Literacy,3,K. Parsons,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 11:00AM - 11:50AM, Logan Hall, Room 210 (more)...",Main Campus
12742,Sandhills Community College,MAT-143-GH2B (0064002) Quantitative Literacy,3,K. Parsons,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 11:00AM - 11:50AM, Logan Hall, Room 210 (more)...",Main Campus
12743,Sandhills Community College,MAT-143-GKEHA (0062987) Quantitative Literacy,3,F. Ontiveros-Squier,"08/17/2020-12/15/2020 Classroom Hours Monday 05:15PM - 07:10PM, Hoke- Johnson Hall, Room 102 (more)...",Hoke Campus
12744,Sandhills Community College,MAT-143-GKEHB (0064004) Quantitative Literacy,3,F. Ontiveros-Squier,"08/17/2020-12/15/2020 Classroom Hours Wednesday 05:15PM - 07:10PM, Hoke- Johnson Hall, Room 102 (more)...",Hoke Campus
12745,Sandhills Community College,MAT-143-GN1 (0062989) Quantitative Literacy,3,M. Apke,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12746,Sandhills Community College,MAT-143-H03A (0063000) Quantitative Literacy,3,K. Parsons,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 09:00AM - 09:50AM, Logan Hall, Room 210 (more)...",Main Campus
12747,Sandhills Community College,MAT-143-H03B (0064016) Quantitative Literacy,3,K. Parsons,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 09:00AM - 09:50AM, Logan Hall, Room 210 (more)...",Main Campus
12748,Sandhills Community College,MAT-143-H04A (0063001) Quantitative Literacy,3,J. Regalado,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 01:00PM - 01:50PM, Logan Hall, Room 213 (more)...",Main Campus
12749,Sandhills Community College,MAT-143-H04B (0064017) Quantitative Literacy,3,J. Regalado,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 01:00PM - 01:50PM, Logan Hall, Room 213 (more)...",Main Campus
12750,Sandhills Community College,MAT-143-H05A (0063002) Quantitative Literacy,3,S. Sheets,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 03:00PM - 03:50PM, Logan Hall, Room 228 (more)...",Main Campus
12751,Sandhills Community College,MAT-143-H05B (0064018) Quantitative Literacy,3,S. Sheets,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 03:00PM - 03:50PM, Logan Hall, Room 228 (more)...",Main Campus
12752,Sandhills Community College,MAT-143-KH01A (0063337) Quantitative Literacy,3,C. McMillian,"08/17/2020-12/15/2020 Classroom Hours Monday 02:30PM - 03:45PM, Hoke- Johnson Hall, Room 109 (more)...",Hoke Campus
12753,Sandhills Community College,MAT-143-KH01B (0064020) Quantitative Literacy,3,C. McMillian,"08/17/2020-12/15/2020 Classroom Hours Wednesday 02:30PM - 03:45PM, Hoke- Johnson Hall, Room 109 (more)...",Main Campus
12754,Sandhills Community College,MAT-143-N02 (0063005) Quantitative Literacy,3,M. Apke,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12755,Sandhills Community College,MAT-143-TN11 (0064382) Quantitative Literacy,3,J. Regalado,"08/17/2020-09/20/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12756,Sandhills Community College,MAT-152-GH1A (0062991) Statistical Methods I,4,J. Williamson,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 10:00AM - 10:50AM, Logan Hall, Room 213 (more)...",Main Campus
12757,Sandhills Community College,MAT-152-GH1B (0064007) Statistical Methods I,4,J. Williamson,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 10:00AM - 10:50AM, Logan Hall, Room 213 (more)...",Main Campus
12758,Sandhills Community College,MAT-152-H02A (0063009) Statistical Methods I,4,S. Sheets,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 08:00AM - 08:50AM, Logan Hall, Room 211 (more)...",Main Campus
12759,Sandhills Community College,MAT-152-H02B (0064022) Statistical Methods I,4,S. Sheets,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 08:00AM - 08:50AM, Logan Hall, Room 211 (more)...",Main Campus
12760,Sandhills Community College,MAT-152-H03A (0063008) Statistical Methods I,4,C. Skura,"08/17/2020-12/15/2020 Classroom Hours Monday 12:30PM - 01:45PM, Stone Hall, Room 214 (more)...",Main Campus
12761,Sandhills Community College,MAT-152-H03B (0064023) Statistical Methods I,4,C. Skura,"08/17/2020-12/15/2020 Classroom Hours Wednesday 12:30PM - 01:45PM, Stone Hall, Room 214 (more)...",Main Campus
12762,Sandhills Community College,MAT-152-H04A (0064024) Statistical Methods I,4,J. Williamson,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 01:00PM - 01:50PM, Logan Hall, Room 228 (more)...",Main Campus
12763,Sandhills Community College,MAT-152-H04B (0064025) Statistical Methods I,4,J. Williamson,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 01:00PM - 01:50PM, Logan Hall, Room 228 (more)...",Main Campus
12764,Sandhills Community College,MAT-152-KH01A (0063336) Statistical Methods I,4,C. McMillian,"08/17/2020-12/15/2020 Classroom Hours Tuesday 01:00PM - 02:15PM, Hoke- Johnson Hall, Room 109 (more)...",Hoke Campus
12765,Sandhills Community College,MAT-152-KH01B (0064026) Statistical Methods I,4,C. McMillian,"08/17/2020-12/15/2020 Classroom Hours Thursday 01:00PM - 02:15PM, Hoke- Johnson Hall, Room 109 (more)...",Hoke Campus
12766,Sandhills Community College,MAT-171-GH1A (0062993) Precalculus Algebra,4,L. Chandler,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 08:00AM - 08:50AM, Logan Hall, Room 228 (more)...",Main Campus
12767,Sandhills Community College,MAT-171-GH1B (0064009) Precalculus Algebra,4,L. Chandler,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 08:00AM - 08:50AM, Logan Hall, Room 228 (more)...",Main Campus
12768,Sandhills Community College,MAT-171-GH2A (0062995) Precalculus Algebra,4,L. Farrell,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 09:00AM - 09:50AM, Logan Hall, Room 212 (more)...",Main Campus
12769,Sandhills Community College,MAT-171-GH2B (0064011) Precalculus Algebra,4,L. Farrell,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 09:00AM - 09:50AM, Logan Hall, Room 212 (more)...",Main Campus
12770,Sandhills Community College,MAT-171-H03A (0063012) Precalculus Algebra,4,L. Farrell,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 08:00AM - 08:50AM, Logan Hall, Room 213 (more)...",Main Campus
12771,Sandhills Community College,MAT-171-H03B (0064029) Precalculus Algebra,4,L. Farrell,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 08:00AM - 08:50AM, Logan Hall, Room 213 (more)...",Main Campus
12772,Sandhills Community College,MAT-171-H04A (0063011) Precalculus Algebra,4,C. McMillian,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 10:00AM - 10:50AM, Logan Hall, Room 206 (more)...",Main Campus
12773,Sandhills Community College,MAT-171-H04B (0064030) Precalculus Algebra,4,C. McMillian,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 10:00AM - 10:50AM, Logan Hall, Room 206 (more)...",Main Campus
12774,Sandhills Community College,MAT-171-H05A (0063014) Precalculus Algebra,4,S. Sheets,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 11:00AM - 11:50AM, Logan Hall, Room 211 (more)...",Main Campus
12775,Sandhills Community College,MAT-171-H05B (0064031) Precalculus Algebra,4,S. Sheets,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 11:00AM - 11:50AM, Logan Hall, Room 211 (more)...",Main Campus
12776,Sandhills Community College,MAT-171-H06A (0063015) Precalculus Algebra,4,K. Parsons,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 12:00PM - 12:50PM, Logan Hall, Room 212 (more)...",Main Campus
