,College,Credits:,Instructor,Course Subject,Class ID,Section Number,Course Name,Time of Course,Course Building,Course Room,Class Days,Dates,Location
1977,Caldwell Community College and Technical Institute,5.0,"R. Boelke, P. Owens",NUR,212,680W (93842),Health System Concepts,ts: NUR-212-680W ,TBA, HOSP ,Days to be Announced,08/18/2020-12/15/2020,Watauga
1978,Caldwell Community College and Technical Institute,2.0,F. Race,OPH,115,200C (94083),Ophthalmic Clin Proc I,11:00AM - 12:15PM, Building - H, 319 ,"Tuesday, Thursday",08/18/2020-10/15/2020,Caldwell
1979,Caldwell Community College and Technical Institute,2.0,F. Race,OPH,115,201C (94090),Ophthalmic Clin Proc I,12:30PM - 01:45PM, Building - H, 319 ,"Tuesday, Thursday",08/18/2020-10/15/2020,Caldwell
1980,Caldwell Community College and Technical Institute,6.0,F. Race,OPH,116,101 (94092),Ophtha Med Assist Pract I,08:00AM - 05:00PM, Off Campus Sites, OFF,"Monday, Wednesday, Friday",09/16/2020-12/16/2020,Caldwell
1981,Caldwell Community College and Technical Institute,2.0,F. Race,OPH,117,300C (94088),Ophthalmic Clin Proc II,11:00AM - 12:15PM, Building - H, 319 ,"Tuesday, Thursday",10/20/2020-12/16/2020,Caldwell
1982,Caldwell Community College and Technical Institute,2.0,F. Race,OPH,117,301C (94091),Ophthalmic Clin Proc II,12:30PM - 01:45PM, Building - H, 319 ,"Tuesday, Thursday",10/20/2020-12/16/2020,Caldwell
1983,Caldwell Community College and Technical Institute,2.0,B. Harris,OPH,119,680C (94082),Ophtha Optics & Basic Refract,09:00AM - 09:45AM, Building - H, 319 ,"Tuesday, Thursday",08/17/2020-12/16/2020,Caldwell
1984,Caldwell Community College and Technical Institute,2.0,B. Harris,OPH,119,681C (94089),Ophtha Optics & Basic Refract,10:00AM - 10:45AM, Building - H, 319 ,"Tuesday, Thursday",08/17/2020-12/16/2020,Caldwell
1985,Caldwell Community College and Technical Institute,3.0,J. Campbell,OST,130,620 (93625),Comprehensive Keyboarding,ts: OST-130-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1986,Caldwell Community College and Technical Institute,3.0,J. Campbell,OST,130,680C (93626),Comprehensive Keyboarding,11:00AM - 12:15PM, Building - F, 217 ,Thursday,08/17/2020-12/16/2020,Caldwell
1987,Caldwell Community College and Technical Institute,3.0,M. Yancey,OST,148,620 (93630),Med Ins & Billing,ts: OST-148-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1988,Caldwell Community College and Technical Institute,3.0,M. Yancey,OST,148,680C (93627),Med Ins & Billing,11:00AM - 12:15PM, Building - F, 219 ,Tuesday,08/17/2020-12/16/2020,Caldwell
1989,Caldwell Community College and Technical Institute,3.0,B. Elder,OST,149,620 (93631),Medical Legal Issues,ts: OST-149-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1990,Caldwell Community College and Technical Institute,3.0,J. Campbell,OST,159,620 (93632),Office Ethics,ts: OST-159-620 i,TBA,Online,Days to be Announced,10/16/2020-12/16/2020,On Line
1991,Caldwell Community College and Technical Institute,3.0,M. Yancey,OST,161,620 (93633),Medical Ofc Procedures,ts: OST-161-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1992,Caldwell Community College and Technical Institute,3.0,M. Yancey,OST,161,680C (93628),Medical Ofc Procedures,01:00PM - 02:15PM, Building - F, 219 ,Thursday,08/17/2020-12/16/2020,Caldwell
1993,Caldwell Community College and Technical Institute,3.0,J. Campbell,OST,164,620 (93634),Office Editing,ts: OST-164-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1994,Caldwell Community College and Technical Institute,3.0,J. Campbell,OST,181,620 (93635),Office Procedures,ts: OST-181-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1995,Caldwell Community College and Technical Institute,3.0,M. Yancey,OST,280,620 (93636),Electronic Health Records,ts: OST-280-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1996,Caldwell Community College and Technical Institute,3.0,M. Yancey,OST,280,680C (93629),Electronic Health Records,10:00AM - 10:50AM, Building - F, 219 ,Wednesday,08/17/2020-12/16/2020,Caldwell
1997,Caldwell Community College and Technical Institute,2.0,A. Nelson,PED,110,030AA (93938),Fit and Well for Life,01:00PM - 02:15PM, Building - E, 125 ,Monday,08/17/2020-12/16/2020,Caldwell
1998,Caldwell Community College and Technical Institute,2.0,A. Nelson,PED,110,030AB (95899),Fit and Well for Life,01:00PM - 02:15PM, Building - E, 125 ,Wednesday,08/17/2020-12/16/2020,Caldwell
1999,Caldwell Community College and Technical Institute,2.0,M. Gaddy,PED,110,030BA (93939),Fit and Well for Life,01:00PM - 02:15PM, Building - E, 120 ,Monday,08/17/2020-12/16/2020,Caldwell
2000,Caldwell Community College and Technical Institute,2.0,M. Gaddy,PED,110,030BB (95900),Fit and Well for Life,01:00PM - 02:15PM, Building - E, 120 ,Wednesday,08/17/2020-12/16/2020,Caldwell
2001,Caldwell Community College and Technical Institute,2.0,A. Nelson,PED,110,031AA (93940),Fit and Well for Life,01:00PM - 02:15PM, Building - E, 125 ,Tuesday,08/17/2020-12/16/2020,Caldwell
2002,Caldwell Community College and Technical Institute,2.0,A. Nelson,PED,110,031AB (95902),Fit and Well for Life,01:00PM - 02:15PM, Building - E, 125 ,Thursday,08/17/2020-12/16/2020,Caldwell
2003,Caldwell Community College and Technical Institute,2.0,M. Gaddy,PED,110,031BA (93941),Fit and Well for Life,01:00PM - 02:15PM, Building - E, 120 ,Tuesday,08/17/2020-12/16/2020,Caldwell
2004,Caldwell Community College and Technical Institute,2.0,M. Gaddy,PED,110,031BB (95903),Fit and Well for Life,01:00PM - 02:15PM, Building - E, 120 ,Thursday,08/17/2020-12/16/2020,Caldwell
2005,Caldwell Community College and Technical Institute,2.0,M. Gaddy,PED,110,620 (95661),Fit and Well for Life,ts: PED-110-620 i,TBA,Online,Days to be Announced,08/17/2020-11/13/2020,On Line
2006,Caldwell Community College and Technical Institute,2.0,M. Gaddy,PED,110,621C (96236),Fit and Well for Life,ts: PED-110-621C ,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,Caldwell
2007,Caldwell Community College and Technical Institute,2.0,A. Nelson,PED,110,970W (95037),Fit and Well for Life,09:00AM - 10:50AM, W372, 112 ,Friday,10/16/2020-12/04/2020,Watauga
2008,Caldwell Community College and Technical Institute,1.0,M. Gaddy,PED,111,680C (94244),Physical Fitness I,08:00AM - 08:50AM, Building - E, 125 ,Wednesday,08/17/2020-11/13/2020,Caldwell
2009,Caldwell Community College and Technical Institute,1.0,M. Gaddy,PED,111,681C (95663),Physical Fitness I,12:00PM - 12:50PM, Building - E, 125 ,Wednesday,08/17/2020-11/13/2020,Caldwell
2010,Caldwell Community College and Technical Institute,1.0,A. Nelson,PED,122,680C (94245),Yoga I,11:00AM - 11:50AM, Building - A, 208 ,Thursday,08/17/2020-11/12/2020,Caldwell
2011,Caldwell Community College and Technical Institute,1.0,A. Nelson,PED,122,680W (94252),Yoga I,11:00AM - 11:45AM, W372, 112 ,Friday,08/17/2020-11/13/2020,Watauga
2012,Caldwell Community College and Technical Institute,1.0,A. Nelson,PED,122,682C (96280),Yoga I,12:00PM - 12:50PM, Building - A, 208 ,Thursday,09/16/2020-12/16/2020,Caldwell
2013,Caldwell Community College and Technical Institute,1.0,A. Nelson,PED,123,680C (94246),Yoga II,11:00AM - 11:50AM, Building - A, 208 ,Thursday,08/17/2020-11/12/2020,Caldwell
2014,Caldwell Community College and Technical Institute,1.0,A. Nelson,PED,123,682C (96281),Yoga II,12:00PM - 12:50PM, Building - A, 208 ,Thursday,09/16/2020-12/16/2020,Caldwell
2015,Caldwell Community College and Technical Institute,1.0,C. Beasley,PED,173,970W (96259),Rock Climbing,02:00PM - 04:00PM, W372, 101 ,"Sunday, Friday",09/04/2020-09/04/2020,Watauga
2016,Caldwell Community College and Technical Institute,3.0,"A. Philyaw, L. Deal",PET,235,620 (94038),Cross-Sectional Anatomy,ts: PET-235-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
2017,Caldwell Community College and Technical Institute,3.0,F. Kelly,PHI,215,620 (93947),Philosophical Issues,ts: PHI-215-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
2018,Caldwell Community College and Technical Institute,3.0,J. Manos,PHI,215,621 (93769),Philosophical Issues,ts: PHI-215-621 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
2019,Caldwell Community College and Technical Institute,3.0,F. Kelly,PHI,215,680CA (93952),Philosophical Issues,11:00AM - 12:10PM, Building - A, 205 ,"Tuesday, Thursday",08/17/2020-12/16/2020,Caldwell
2020,Caldwell Community College and Technical Institute,3.0,F. Kelly,PHI,240,620 (93948),Introduction to Ethics,ts: PHI-240-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
2021,Caldwell Community College and Technical Institute,3.0,J. Manos,PHI,240,621 (93949),Introduction to Ethics,ts: PHI-240-621 i,TBA,Online,Days to be Announced,09/16/2020-12/16/2020,On Line
2022,Caldwell Community College and Technical Institute,3.0,J. Manos,PHI,240,622 (96205),Introduction to Ethics,ts: PHI-240-622 i,TBA,Online,Days to be Announced,09/16/2020-12/16/2020,On Line
2023,Caldwell Community College and Technical Institute,3.0,F. Kelly,PHI,240,680CA (93953),Introduction to Ethics,09:30AM - 10:40AM, Building - A, 205 ,"Tuesday, Thursday",08/17/2020-12/16/2020,Caldwell
2024,Caldwell Community College and Technical Institute,3.0,F. Kelly,PHI,240,680CB (95831),Introduction to Ethics,09:30AM - 10:40AM, Building - A, 205 ,"Tuesday, Thursday",08/17/2020-12/16/2020,Caldwell
2025,Caldwell Community College and Technical Institute,3.0,F. Kelly,PHI,240,680WA (93770),Introduction to Ethics,10:00AM - 10:50AM, W372, 120 ,"Monday, Wednesday",08/17/2020-12/16/2020,Watauga
2026,Caldwell Community College and Technical Institute,3.0,F. Kelly,PHI,240,680WB (95833),Introduction to Ethics,10:00AM - 10:50AM, W372, 120 ,"Monday, Wednesday",08/17/2020-12/16/2020,Watauga
2027,Caldwell Community College and Technical Institute,3.0,K. Panchal,PHY,110,680C (93843),Conceptual Physics,09:00AM - 09:50AM, Building - E, 120 ,Monday,08/17/2020-12/16/2020,Caldwell
2028,Caldwell Community College and Technical Institute,3.0,J. Hollandsworth,PHY,110,680W (93942),Conceptual Physics,11:00AM - 11:50AM, W372, 116 ,Monday,08/17/2020-12/16/2020,Watauga
2029,Caldwell Community College and Technical Institute,3.0,K. Panchal,PHY,110,681C (95585),Conceptual Physics,09:00AM - 09:50AM, Building - E, 120 ,Wednesday,08/17/2020-12/16/2020,Caldwell
2030,Caldwell Community College and Technical Institute,1.0,K. Panchal,PHY,110A,620C (93844),Conceptual Physics Lab,ts: PHY-110A-620C,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,Caldwell
2031,Caldwell Community College and Technical Institute,1.0,J. Hollandsworth,PHY,110A,620W (93943),Conceptual Physics Lab,ts: PHY-110A-620W,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,Watauga
2032,Caldwell Community College and Technical Institute,4.0,K. Panchal,PHY,151,680C (93845),College Physics I,10:00AM - 10:50AM, Building - E, 120 ,Monday,08/17/2020-12/16/2020,Caldwell
2033,Caldwell Community College and Technical Institute,4.0,J. Hollandsworth,PHY,151,680W (93944),College Physics I,10:00AM - 10:50AM, W372, 116 ,Monday,08/17/2020-12/16/2020,Watauga
2034,Caldwell Community College and Technical Institute,4.0,K. Panchal,PHY,151,681C (95586),College Physics I,10:00AM - 10:50AM, Building - E, 120 ,Wednesday,08/17/2020-12/16/2020,Caldwell
2035,Caldwell Community College and Technical Institute,3.0,R. Holste,POL,120,620 (93548),American Government,ts: POL-120-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
2036,Caldwell Community College and Technical Institute,3.0,L. Hartley,PSY,150,006CA (96142),General Psychology,01:25PM - 02:25PM, Hibriten High School, HIGH SCH ,"Monday, Tuesday",08/17/2020-12/16/2020,Caldwell
2037,Caldwell Community College and Technical Institute,3.0,L. Hartley,PSY,150,006CB (96143),General Psychology,01:25PM - 02:25PM, Hibriten High School, HIGH SCH ,"Thursday, Friday",08/17/2020-12/16/2020,Caldwell
2038,Caldwell Community College and Technical Institute,3.0,L. Watts,PSY,150,030CA (93976),General Psychology,01:00PM - 02:10PM, Building K, 316 ,"Monday, Wednesday",08/17/2020-12/16/2020,Caldwell
2039,Caldwell Community College and Technical Institute,3.0,L. Watts,PSY,150,030CB (95808),General Psychology,01:00PM - 02:10PM, Building K, 316 ,"Monday, Wednesday",08/17/2020-12/16/2020,Caldwell
2040,Caldwell Community College and Technical Institute,3.0,L. Watts,PSY,150,040CA (93971),General Psychology,11:00AM - 11:50AM, Building - A, 205 ,Monday,08/17/2020-12/16/2020,Caldwell
2041,Caldwell Community College and Technical Institute,3.0,R. Holste,PSY,150,050WA (96073),General Psychology,08:30AM - 10:00AM, WHS, WHS ,Monday,08/17/2020-12/16/2020,Watauga
2042,Caldwell Community College and Technical Institute,3.0,R. Holste,PSY,150,050WB (96074),General Psychology,08:30AM - 10:00AM, WHS, WHS ,Friday,08/17/2020-12/16/2020,Watauga
2043,Caldwell Community College and Technical Institute,3.0,L. Watts,PSY,150,140CA (96275),General Psychology,11:00AM - 11:50AM, Building - A, 205 ,Monday,08/17/2020-12/16/2020,Caldwell
2044,Caldwell Community College and Technical Institute,3.0,H. Korta,PSY,150,620 (93572),General Psychology,ts: PSY-150-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
2045,Caldwell Community College and Technical Institute,3.0,H. Korta,PSY,150,621 (93980),General Psychology,ts: PSY-150-621 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
2046,Caldwell Community College and Technical Institute,3.0,H. Korta,PSY,150,622 (93981),General Psychology,ts: PSY-150-622 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
2047,Caldwell Community College and Technical Institute,3.0,H. Korta,PSY,150,623 (93982),General Psychology,ts: PSY-150-623 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
2048,Caldwell Community College and Technical Institute,3.0,H. Korta,PSY,150,624 (93983),General Psychology,ts: PSY-150-624 i,TBA,Online,Days to be Announced,09/16/2020-12/16/2020,On Line
2049,Caldwell Community College and Technical Institute,3.0,R. Hamby,PSY,150,625 (96196),General Psychology,ts: PSY-150-625 i,TBA,Online,Days to be Announced,09/16/2020-12/16/2020,On Line
2050,Caldwell Community College and Technical Institute,3.0,R. Holste,PSY,150,626 (96642),General Psychology,ts: PSY-150-626 i,TBA,Online,Days to be Announced,10/16/2020-12/16/2020,On Line
2051,Caldwell Community College and Technical Institute,3.0,N. Lamphere,PSY,150,680CA (93972),General Psychology,08:00AM - 08:50AM, Building - H, 311 ,Wednesday,08/17/2020-11/13/2020,Caldwell
2052,Caldwell Community College and Technical Institute,3.0,N. Lamphere,PSY,150,680CB (95754),General Psychology,08:00AM - 08:50AM, Building - H, 311 ,Friday,08/17/2020-11/13/2020,Caldwell
2053,Caldwell Community College and Technical Institute,3.0,R. Hamby,PSY,150,680WA (93555),General Psychology,01:00PM - 02:10PM, W372, 112 ,Monday,08/17/2020-12/16/2020,Watauga
2054,Caldwell Community College and Technical Institute,3.0,R. Hamby,PSY,150,680WB (95773),General Psychology,01:00PM - 02:10PM, W372, 112 ,Wednesday,08/17/2020-12/16/2020,Watauga
2055,Caldwell Community College and Technical Institute,3.0,L. Watts,PSY,150,681CA (93975),General Psychology,10:00AM - 10:50AM, Building - A, 205 ,"Monday, Wednesday",08/17/2020-12/16/2020,Caldwell
2056,Caldwell Community College and Technical Institute,3.0,L. Watts,PSY,150,681CB (95805),General Psychology,10:00AM - 10:50AM, Building - A, 205 ,"Monday, Wednesday",08/17/2020-12/16/2020,Caldwell
2057,Caldwell Community College and Technical Institute,3.0,R. Holste,PSY,150,681WA (93558),General Psychology,11:00AM - 11:50AM, W372, 120 ,"Monday, Wednesday",08/17/2020-12/16/2020,Watauga
2058,Caldwell Community College and Technical Institute,3.0,R. Holste,PSY,150,681WB (95812),General Psychology,11:00AM - 11:50AM, W372, 120 ,"Monday, Wednesday",08/17/2020-12/16/2020,Watauga
2059,Caldwell Community College and Technical Institute,3.0,R. Holste,PSY,150,682WA (93561),General Psychology,09:30AM - 10:40AM, W372, 113 ,"Tuesday, Thursday",08/17/2020-12/16/2020,Watauga
2060,Caldwell Community College and Technical Institute,3.0,N. Lamphere,PSY,150,683CA (93977),General Psychology,11:00AM - 12:10PM, Building - H, 311 ,Tuesday,08/17/2020-12/16/2020,Caldwell
2061,Caldwell Community College and Technical Institute,3.0,N. Lamphere,PSY,150,683CB (95809),General Psychology,11:00AM - 12:10PM, Building - H, 311 ,Thursday,08/17/2020-12/16/2020,Caldwell
2062,Caldwell Community College and Technical Institute,3.0,N. Lamphere,PSY,150,684CA (93973),General Psychology,01:00PM - 02:15PM, Building - H, 311 ,Tuesday,08/17/2020-11/13/2020,Caldwell
2063,Caldwell Community College and Technical Institute,3.0,N. Lamphere,PSY,150,684CB (95757),General Psychology,01:00PM - 02:15PM, Building - H, 311 ,Thursday,08/17/2020-11/13/2020,Caldwell
2064,Caldwell Community College and Technical Institute,3.0,L. Watts,PSY,239,680CA (93978),Psychology of Personality,09:30AM - 10:40AM, Building - H, 318 ,"Tuesday, Thursday",08/17/2020-12/16/2020,Caldwell
2065,Caldwell Community College and Technical Institute,3.0,L. Watts,PSY,239,680CB (95810),Psychology of Personality,09:30AM - 10:40AM, Building - H, 318 ,"Tuesday, Thursday",08/17/2020-12/16/2020,Caldwell
2066,Caldwell Community College and Technical Institute,3.0,R. Hamby,PSY,239,680WA (93574),Psychology of Personality,09:30AM - 10:40AM, W372, 120 ,Tuesday,08/17/2020-12/16/2020,Watauga
2067,Caldwell Community College and Technical Institute,3.0,R. Hamby,PSY,239,680WB (95779),Psychology of Personality,09:30AM - 10:40AM, W372, 120 ,Thursday,08/17/2020-12/16/2020,Watauga
2068,Caldwell Community College and Technical Institute,3.0,L. Watts,PSY,241,620 (95194),Developmental Psych,ts: PSY-241-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
2069,Caldwell Community College and Technical Institute,3.0,R. Hamby,PSY,241,621 (95332),Developmental Psych,ts: PSY-241-621 i,TBA,Online,Days to be Announced,09/16/2020-12/16/2020,On Line
2070,Caldwell Community College and Technical Institute,3.0,N. Lamphere,PSY,241,680CA (93979),Developmental Psych,11:00AM - 11:50AM, Building - A, 208 ,Wednesday,08/17/2020-12/16/2020,Caldwell
